sample_no,time,current
63121,3.156e-05,3.53817e-07
63122,3.1561e-05,3.53817e-07
63123,3.1561e-05,3.53817e-07
63124,3.1562e-05,3.53817e-07
63125,3.1562e-05,3.53817e-07
63126,3.1563e-05,3.53817e-07
63127,3.1563e-05,3.53817e-07
63128,3.1564e-05,3.53817e-07
63129,3.1564e-05,0.000287136
63130,3.1565e-05,0.00191851
63131,3.1565e-05,2.50547e-05
63132,3.1566e-05,3.53817e-07
63133,3.1566e-05,3.53817e-07
63134,3.1567e-05,3.53817e-07
63135,3.1567e-05,3.53817e-07
63136,3.1568e-05,3.53817e-07
63137,3.1568e-05,3.53817e-07
63138,3.1569e-05,3.53817e-07
63139,3.1569e-05,0.000123516
63140,3.157e-05,0.000920981
63141,3.157e-05,3.53817e-07
63142,3.1571e-05,3.53817e-07
63143,3.1571e-05,3.53817e-07
63144,3.1572e-05,3.53817e-07
63145,3.1572e-05,3.53817e-07
63146,3.1573e-05,3.53817e-07
63147,3.1573e-05,3.53817e-07
63148,3.1574e-05,3.53817e-07
63149,3.1574e-05,0.000286516
63150,3.1575e-05,0.00199865
63151,3.1575e-05,2.38003e-05
63152,3.1576e-05,3.53817e-07
63153,3.1576e-05,3.53817e-07
63154,3.1577e-05,3.53817e-07
63155,3.1577e-05,3.53817e-07
63156,3.1578e-05,3.53817e-07
63157,3.1578e-05,3.53817e-07
63158,3.1579e-05,3.53817e-07
63159,3.1579e-05,0.000123514
63160,3.158e-05,0.000920983
63161,3.158e-05,3.53817e-07
63162,3.1581e-05,3.53817e-07
63163,3.1581e-05,3.53817e-07
63164,3.1582e-05,3.53817e-07
63165,3.1582e-05,3.53817e-07
63166,3.1583e-05,3.53817e-07
63167,3.1583e-05,3.53817e-07
63168,3.1584e-05,3.53817e-07
63169,3.1584e-05,0.00028959
63170,3.1585e-05,0.00196386
63171,3.1585e-05,2.14929e-05
63172,3.1586e-05,3.53817e-07
63173,3.1586e-05,3.53817e-07
63174,3.1587e-05,3.53817e-07
63175,3.1587e-05,3.53817e-07
63176,3.1588e-05,3.53817e-07
63177,3.1588e-05,3.53817e-07
63178,3.1589e-05,3.53817e-07
63179,3.1589e-05,0.000123512
63180,3.159e-05,0.000920985
63181,3.159e-05,3.53817e-07
63182,3.1591e-05,3.53817e-07
63183,3.1591e-05,3.53817e-07
63184,3.1592e-05,3.53817e-07
63185,3.1592e-05,3.53817e-07
63186,3.1593e-05,3.53817e-07
63187,3.1593e-05,3.53817e-07
63188,3.1594e-05,3.53817e-07
63189,3.1594e-05,0.000268948
63190,3.1595e-05,0.0019039
63191,3.1595e-05,2.55887e-05
63192,3.1596e-05,3.53817e-07
63193,3.1596e-05,3.53817e-07
63194,3.1597e-05,3.53817e-07
63195,3.1597e-05,3.53817e-07
63196,3.1598e-05,3.53817e-07
63197,3.1598e-05,3.53817e-07
63198,3.1599e-05,3.53817e-07
63199,3.1599e-05,0.00012351
63200,3.16e-05,0.000920987
63201,3.16e-05,3.53817e-07
63202,3.1601e-05,3.53817e-07
63203,3.1601e-05,3.53817e-07
63204,3.1602e-05,3.53817e-07
63205,3.1602e-05,3.53817e-07
63206,3.1603e-05,3.53817e-07
63207,3.1603e-05,3.53817e-07
63208,3.1604e-05,3.53817e-07
63209,3.1604e-05,0.000285217
63210,3.1605e-05,0.0019183
63211,3.1605e-05,2.21018e-05
63212,3.1606e-05,3.53817e-07
63213,3.1606e-05,3.53817e-07
63214,3.1607e-05,3.53817e-07
63215,3.1607e-05,3.53817e-07
63216,3.1608e-05,3.53817e-07
63217,3.1608e-05,3.53817e-07
63218,3.1609e-05,3.53817e-07
63219,3.1609e-05,0.000123507
63220,3.161e-05,0.000920989
63221,3.161e-05,3.53817e-07
63222,3.1611e-05,3.53817e-07
63223,3.1611e-05,3.53817e-07
63224,3.1612e-05,3.53817e-07
63225,3.1612e-05,3.53817e-07
63226,3.1613e-05,3.53817e-07
63227,3.1613e-05,3.53817e-07
63228,3.1614e-05,3.53817e-07
63229,3.1614e-05,0.000305832
63230,3.1615e-05,0.0020121
63231,3.1615e-05,2.81463e-05
63232,3.1616e-05,3.53817e-07
63233,3.1616e-05,3.53817e-07
63234,3.1617e-05,3.53817e-07
63235,3.1617e-05,3.53817e-07
63236,3.1618e-05,3.53817e-07
63237,3.1618e-05,3.53817e-07
63238,3.1619e-05,3.53817e-07
63239,3.1619e-05,0.000123505
63240,3.162e-05,0.000920991
63241,3.162e-05,3.53817e-07
63242,3.1621e-05,3.53817e-07
63243,3.1621e-05,3.53817e-07
63244,3.1622e-05,3.53817e-07
63245,3.1622e-05,3.53817e-07
63246,3.1623e-05,3.53817e-07
63247,3.1623e-05,3.53817e-07
63248,3.1624e-05,3.53817e-07
63249,3.1624e-05,0.000303874
63250,3.1625e-05,0.00199316
63251,3.1625e-05,2.23126e-05
63252,3.1626e-05,3.53817e-07
63253,3.1626e-05,3.53817e-07
63254,3.1627e-05,3.53817e-07
63255,3.1627e-05,3.53817e-07
63256,3.1628e-05,3.53817e-07
63257,3.1628e-05,3.53817e-07
63258,3.1629e-05,3.53817e-07
63259,3.1629e-05,0.000123503
63260,3.163e-05,0.000920993
63261,3.163e-05,3.53817e-07
63262,3.1631e-05,3.53817e-07
63263,3.1631e-05,3.53817e-07
63264,3.1632e-05,3.53817e-07
63265,3.1632e-05,3.53817e-07
63266,3.1633e-05,3.53817e-07
63267,3.1633e-05,3.53817e-07
63268,3.1634e-05,3.53817e-07
63269,3.1634e-05,0.000293292
63270,3.1635e-05,0.00203119
63271,3.1635e-05,2.75085e-05
63272,3.1636e-05,3.53817e-07
63273,3.1636e-05,3.53817e-07
63274,3.1637e-05,3.53817e-07
63275,3.1637e-05,3.53817e-07
63276,3.1638e-05,3.53817e-07
63277,3.1638e-05,3.53817e-07
63278,3.1639e-05,3.53817e-07
63279,3.1639e-05,0.000123501
63280,3.164e-05,0.000920995
63281,3.164e-05,3.53817e-07
63282,3.1641e-05,3.53817e-07
63283,3.1641e-05,3.53817e-07
63284,3.1642e-05,3.53817e-07
63285,3.1642e-05,3.53817e-07
63286,3.1643e-05,3.53817e-07
63287,3.1643e-05,3.53817e-07
63288,3.1644e-05,3.53817e-07
63289,3.1644e-05,0.000295766
63290,3.1645e-05,0.00211596
63291,3.1645e-05,3.01354e-05
63292,3.1646e-05,3.53817e-07
63293,3.1646e-05,3.53817e-07
63294,3.1647e-05,3.53817e-07
63295,3.1647e-05,3.53817e-07
63296,3.1648e-05,3.53817e-07
63297,3.1648e-05,3.53817e-07
63298,3.1649e-05,3.53817e-07
63299,3.1649e-05,0.000360804
63300,3.165e-05,0.00152282
63301,3.165e-05,3.53817e-07
63302,3.1651e-05,3.53817e-07
63303,3.1651e-05,3.53817e-07
63304,3.1652e-05,3.53817e-07
63305,3.1652e-05,3.53817e-07
63306,3.1653e-05,3.53817e-07
63307,3.1653e-05,3.53817e-07
63308,3.1654e-05,3.53817e-07
63309,3.1654e-05,8.12571e-05
63310,3.1655e-05,0.000711227
63311,3.1655e-05,1.29e-06
63312,3.1656e-05,3.53817e-07
63313,3.1656e-05,3.53817e-07
63314,3.1657e-05,3.53817e-07
63315,3.1657e-05,3.53817e-07
63316,3.1658e-05,3.53817e-07
63317,3.1658e-05,3.53817e-07
63318,3.1659e-05,3.53817e-07
63319,3.1659e-05,0.000125916
63320,3.166e-05,0.000917469
63321,3.166e-05,3.53817e-07
63322,3.1661e-05,3.53817e-07
63323,3.1661e-05,3.53817e-07
63324,3.1662e-05,3.53817e-07
63325,3.1662e-05,3.53817e-07
63326,3.1663e-05,3.53817e-07
63327,3.1663e-05,3.53817e-07
63328,3.1664e-05,3.53817e-07
63329,3.1664e-05,8.11012e-05
63330,3.1665e-05,0.000697789
63331,3.1665e-05,3.53817e-07
63332,3.1666e-05,3.53817e-07
63333,3.1666e-05,3.53817e-07
63334,3.1667e-05,3.53817e-07
63335,3.1667e-05,3.53817e-07
63336,3.1668e-05,3.53817e-07
63337,3.1668e-05,3.53817e-07
63338,3.1669e-05,3.53817e-07
63339,3.1669e-05,0.000130634
63340,3.167e-05,0.000928029
63341,3.167e-05,3.53817e-07
63342,3.1671e-05,3.53817e-07
63343,3.1671e-05,3.53817e-07
63344,3.1672e-05,3.53817e-07
63345,3.1672e-05,3.53817e-07
63346,3.1673e-05,3.53817e-07
63347,3.1673e-05,3.53817e-07
63348,3.1674e-05,3.53817e-07
63349,3.1674e-05,8.11519e-05
63350,3.1675e-05,0.000707757
63351,3.1675e-05,5.69319e-07
63352,3.1676e-05,3.53817e-07
63353,3.1676e-05,3.53817e-07
63354,3.1677e-05,3.53817e-07
63355,3.1677e-05,3.53817e-07
63356,3.1678e-05,3.53817e-07
63357,3.1678e-05,3.53817e-07
63358,3.1679e-05,3.53817e-07
63359,3.1679e-05,0.000150252
63360,3.168e-05,0.00100051
63361,3.168e-05,3.64522e-07
63362,3.1681e-05,3.53817e-07
63363,3.1681e-05,3.53817e-07
63364,3.1682e-05,3.53817e-07
63365,3.1682e-05,3.53817e-07
63366,3.1683e-05,3.53817e-07
63367,3.1683e-05,3.53817e-07
63368,3.1684e-05,3.53817e-07
63369,3.1684e-05,8.10978e-05
63370,3.1685e-05,0.000697792
63371,3.1685e-05,3.53817e-07
63372,3.1686e-05,3.53817e-07
63373,3.1686e-05,3.53817e-07
63374,3.1687e-05,3.53817e-07
63375,3.1687e-05,3.53817e-07
63376,3.1688e-05,3.53817e-07
63377,3.1688e-05,3.53817e-07
63378,3.1689e-05,3.53817e-07
63379,3.1689e-05,0.000399868
63380,3.169e-05,0.00158637
63381,3.169e-05,3.53817e-07
63382,3.1691e-05,3.53817e-07
63383,3.1691e-05,3.53817e-07
63384,3.1692e-05,3.53817e-07
63385,3.1692e-05,3.53817e-07
63386,3.1693e-05,3.53817e-07
63387,3.1693e-05,3.53817e-07
63388,3.1694e-05,3.53817e-07
63389,3.1694e-05,0.000351611
63390,3.1695e-05,0.00208991
63391,3.1695e-05,2.25954e-05
63392,3.1696e-05,3.53817e-07
63393,3.1696e-05,3.53817e-07
63394,3.1697e-05,3.53817e-07
63395,3.1697e-05,3.53817e-07
63396,3.1698e-05,3.53817e-07
63397,3.1698e-05,3.53817e-07
63398,3.1699e-05,3.53817e-07
63399,3.1699e-05,0.000123488
63400,3.17e-05,0.000921008
63401,3.17e-05,3.53817e-07
63402,3.1701e-05,3.53817e-07
63403,3.1701e-05,3.53817e-07
63404,3.1702e-05,3.53817e-07
63405,3.1702e-05,3.53817e-07
63406,3.1703e-05,3.53817e-07
63407,3.1703e-05,3.53817e-07
63408,3.1704e-05,3.53817e-07
63409,3.1704e-05,0.000316237
63410,3.1705e-05,0.00203412
63411,3.1705e-05,2.18558e-05
63412,3.1706e-05,3.53817e-07
63413,3.1706e-05,3.53817e-07
63414,3.1707e-05,3.53817e-07
63415,3.1707e-05,3.53817e-07
63416,3.1708e-05,3.53817e-07
63417,3.1708e-05,3.53817e-07
63418,3.1709e-05,3.53817e-07
63419,3.1709e-05,0.000123486
63420,3.171e-05,0.00092101
63421,3.171e-05,3.53817e-07
63422,3.1711e-05,3.53817e-07
63423,3.1711e-05,3.53817e-07
63424,3.1712e-05,3.53817e-07
63425,3.1712e-05,3.53817e-07
63426,3.1713e-05,3.53817e-07
63427,3.1713e-05,3.53817e-07
63428,3.1714e-05,3.53817e-07
63429,3.1714e-05,0.000291775
63430,3.1715e-05,0.0020302
63431,3.1715e-05,2.8862e-05
63432,3.1716e-05,3.53817e-07
63433,3.1716e-05,3.53817e-07
63434,3.1717e-05,3.53817e-07
63435,3.1717e-05,3.53817e-07
63436,3.1718e-05,3.53817e-07
63437,3.1718e-05,3.53817e-07
63438,3.1719e-05,3.53817e-07
63439,3.1719e-05,0.000123484
63440,3.172e-05,0.000921013
63441,3.172e-05,3.53817e-07
63442,3.1721e-05,3.53817e-07
63443,3.1721e-05,3.53817e-07
63444,3.1722e-05,3.53817e-07
63445,3.1722e-05,3.53817e-07
63446,3.1723e-05,3.53817e-07
63447,3.1723e-05,3.53817e-07
63448,3.1724e-05,3.53817e-07
63449,3.1724e-05,0.000286583
63450,3.1725e-05,0.00188942
63451,3.1725e-05,2.05886e-05
63452,3.1726e-05,3.53817e-07
63453,3.1726e-05,3.53817e-07
63454,3.1727e-05,3.53817e-07
63455,3.1727e-05,3.53817e-07
63456,3.1728e-05,3.53817e-07
63457,3.1728e-05,3.53817e-07
63458,3.1729e-05,3.53817e-07
63459,3.1729e-05,0.000123482
63460,3.173e-05,0.000921015
63461,3.173e-05,3.53817e-07
63462,3.1731e-05,3.53817e-07
63463,3.1731e-05,3.53817e-07
63464,3.1732e-05,3.53817e-07
63465,3.1732e-05,3.53817e-07
63466,3.1733e-05,3.53817e-07
63467,3.1733e-05,3.53817e-07
63468,3.1734e-05,3.53817e-07
63469,3.1734e-05,0.000290792
63470,3.1735e-05,0.0019497
63471,3.1735e-05,2.34354e-05
63472,3.1736e-05,3.53817e-07
63473,3.1736e-05,3.53817e-07
63474,3.1737e-05,3.53817e-07
63475,3.1737e-05,3.53817e-07
63476,3.1738e-05,3.53817e-07
63477,3.1738e-05,3.53817e-07
63478,3.1739e-05,3.53817e-07
63479,3.1739e-05,0.00012348
63480,3.174e-05,0.000921017
63481,3.174e-05,3.53817e-07
63482,3.1741e-05,3.53817e-07
63483,3.1741e-05,3.53817e-07
63484,3.1742e-05,3.53817e-07
63485,3.1742e-05,3.53817e-07
63486,3.1743e-05,3.53817e-07
63487,3.1743e-05,3.53817e-07
63488,3.1744e-05,3.53817e-07
63489,3.1744e-05,0.000279975
63490,3.1745e-05,0.00195684
63491,3.1745e-05,2.42868e-05
63492,3.1746e-05,3.53817e-07
63493,3.1746e-05,3.53817e-07
63494,3.1747e-05,3.53817e-07
63495,3.1747e-05,3.53817e-07
63496,3.1748e-05,3.53817e-07
63497,3.1748e-05,3.53817e-07
63498,3.1749e-05,3.53817e-07
63499,3.1749e-05,0.000123478
63500,3.175e-05,0.000921019
63501,3.175e-05,3.53817e-07
63502,3.1751e-05,3.53817e-07
63503,3.1751e-05,3.53817e-07
63504,3.1752e-05,3.53817e-07
63505,3.1752e-05,3.53817e-07
63506,3.1753e-05,3.53817e-07
63507,3.1753e-05,3.53817e-07
63508,3.1754e-05,3.53817e-07
63509,3.1754e-05,0.000265497
63510,3.1755e-05,0.00184493
63511,3.1755e-05,2.21119e-05
63512,3.1756e-05,3.53817e-07
63513,3.1756e-05,3.53817e-07
63514,3.1757e-05,3.53817e-07
63515,3.1757e-05,3.53817e-07
63516,3.1758e-05,3.53817e-07
63517,3.1758e-05,3.53817e-07
63518,3.1759e-05,3.53817e-07
63519,3.1759e-05,0.000123476
63520,3.176e-05,0.000921021
63521,3.176e-05,3.53817e-07
63522,3.1761e-05,3.53817e-07
63523,3.1761e-05,3.53817e-07
63524,3.1762e-05,3.53817e-07
63525,3.1762e-05,3.53817e-07
63526,3.1763e-05,3.53817e-07
63527,3.1763e-05,3.53817e-07
63528,3.1764e-05,3.53817e-07
63529,3.1764e-05,0.000321386
63530,3.1765e-05,0.00195114
63531,3.1765e-05,2.24698e-05
63532,3.1766e-05,3.53817e-07
63533,3.1766e-05,3.53817e-07
63534,3.1767e-05,3.53817e-07
63535,3.1767e-05,3.53817e-07
63536,3.1768e-05,3.53817e-07
63537,3.1768e-05,3.53817e-07
63538,3.1769e-05,3.53817e-07
63539,3.1769e-05,0.000123473
63540,3.177e-05,0.000921023
63541,3.177e-05,3.53817e-07
63542,3.1771e-05,3.53817e-07
63543,3.1771e-05,3.53817e-07
63544,3.1772e-05,3.53817e-07
63545,3.1772e-05,3.53817e-07
63546,3.1773e-05,3.53817e-07
63547,3.1773e-05,3.53817e-07
63548,3.1774e-05,3.53817e-07
63549,3.1774e-05,0.000303905
63550,3.1775e-05,0.00209724
63551,3.1775e-05,2.81397e-05
63552,3.1776e-05,3.53817e-07
63553,3.1776e-05,3.53817e-07
63554,3.1777e-05,3.53817e-07
63555,3.1777e-05,3.53817e-07
63556,3.1778e-05,3.53817e-07
63557,3.1778e-05,3.53817e-07
63558,3.1779e-05,3.53817e-07
63559,3.1779e-05,0.000123471
63560,3.178e-05,0.000921025
63561,3.178e-05,3.53817e-07
63562,3.1781e-05,3.53817e-07
63563,3.1781e-05,3.53817e-07
63564,3.1782e-05,3.53817e-07
63565,3.1782e-05,3.53817e-07
63566,3.1783e-05,3.53817e-07
63567,3.1783e-05,3.53817e-07
63568,3.1784e-05,3.53817e-07
63569,3.1784e-05,0.000284479
63570,3.1785e-05,0.00197451
63571,3.1785e-05,2.49893e-05
63572,3.1786e-05,3.53817e-07
63573,3.1786e-05,3.53817e-07
63574,3.1787e-05,3.53817e-07
63575,3.1787e-05,3.53817e-07
63576,3.1788e-05,3.53817e-07
63577,3.1788e-05,3.53817e-07
63578,3.1789e-05,3.53817e-07
63579,3.1789e-05,0.000123469
63580,3.179e-05,0.000921027
63581,3.179e-05,3.53817e-07
63582,3.1791e-05,3.53817e-07
63583,3.1791e-05,3.53817e-07
63584,3.1792e-05,3.53817e-07
63585,3.1792e-05,3.53817e-07
63586,3.1793e-05,3.53817e-07
63587,3.1793e-05,3.53817e-07
63588,3.1794e-05,3.53817e-07
63589,3.1794e-05,0.000298577
63590,3.1795e-05,0.00200847
63591,3.1795e-05,2.34673e-05
63592,3.1796e-05,3.53817e-07
63593,3.1796e-05,3.53817e-07
63594,3.1797e-05,3.53817e-07
63595,3.1797e-05,3.53817e-07
63596,3.1798e-05,3.53817e-07
63597,3.1798e-05,3.53817e-07
63598,3.1799e-05,3.53817e-07
63599,3.1799e-05,0.000369418
63600,3.18e-05,0.00155045
63601,3.18e-05,3.53817e-07
63602,3.1801e-05,3.53817e-07
63603,3.1801e-05,3.53817e-07
63604,3.1802e-05,3.53817e-07
63605,3.1802e-05,3.53817e-07
63606,3.1803e-05,3.53817e-07
63607,3.1803e-05,3.53817e-07
63608,3.1804e-05,3.53817e-07
63609,3.1804e-05,8.12317e-05
63610,3.1805e-05,0.000711253
63611,3.1805e-05,1.29006e-06
63612,3.1806e-05,3.53817e-07
63613,3.1806e-05,3.53817e-07
63614,3.1807e-05,3.53817e-07
63615,3.1807e-05,3.53817e-07
63616,3.1808e-05,3.53817e-07
63617,3.1808e-05,3.53817e-07
63618,3.1809e-05,3.53817e-07
63619,3.1809e-05,0.000125885
63620,3.181e-05,0.000917501
63621,3.181e-05,3.53817e-07
63622,3.1811e-05,3.53817e-07
63623,3.1811e-05,3.53817e-07
63624,3.1812e-05,3.53817e-07
63625,3.1812e-05,3.53817e-07
63626,3.1813e-05,3.53817e-07
63627,3.1813e-05,3.53817e-07
63628,3.1814e-05,3.53817e-07
63629,3.1814e-05,8.10757e-05
63630,3.1815e-05,0.000697814
63631,3.1815e-05,3.53817e-07
63632,3.1816e-05,3.53817e-07
63633,3.1816e-05,3.53817e-07
63634,3.1817e-05,3.53817e-07
63635,3.1817e-05,3.53817e-07
63636,3.1818e-05,3.53817e-07
63637,3.1818e-05,3.53817e-07
63638,3.1819e-05,3.53817e-07
63639,3.1819e-05,0.000130602
63640,3.182e-05,0.000928062
63641,3.182e-05,3.53817e-07
63642,3.1821e-05,3.53817e-07
63643,3.1821e-05,3.53817e-07
63644,3.1822e-05,3.53817e-07
63645,3.1822e-05,3.53817e-07
63646,3.1823e-05,3.53817e-07
63647,3.1823e-05,3.53817e-07
63648,3.1824e-05,3.53817e-07
63649,3.1824e-05,8.11265e-05
63650,3.1825e-05,0.000707782
63651,3.1825e-05,5.69336e-07
63652,3.1826e-05,3.53817e-07
63653,3.1826e-05,3.53817e-07
63654,3.1827e-05,3.53817e-07
63655,3.1827e-05,3.53817e-07
63656,3.1828e-05,3.53817e-07
63657,3.1828e-05,3.53817e-07
63658,3.1829e-05,3.53817e-07
63659,3.1829e-05,0.000156398
63660,3.183e-05,0.00101228
63661,3.183e-05,3.53817e-07
63662,3.1831e-05,3.53817e-07
63663,3.1831e-05,3.53817e-07
63664,3.1832e-05,3.53817e-07
63665,3.1832e-05,3.53817e-07
63666,3.1833e-05,3.53817e-07
63667,3.1833e-05,3.53817e-07
63668,3.1834e-05,3.53817e-07
63669,3.1834e-05,8.10724e-05
63670,3.1835e-05,0.000697818
63671,3.1835e-05,3.53817e-07
63672,3.1836e-05,3.53817e-07
63673,3.1836e-05,3.53817e-07
63674,3.1837e-05,3.53817e-07
63675,3.1837e-05,3.53817e-07
63676,3.1838e-05,3.53817e-07
63677,3.1838e-05,3.53817e-07
63678,3.1839e-05,3.53817e-07
63679,3.1839e-05,0.000386746
63680,3.184e-05,0.00154747
63681,3.184e-05,3.53817e-07
63682,3.1841e-05,3.53817e-07
63683,3.1841e-05,3.53817e-07
63684,3.1842e-05,3.53817e-07
63685,3.1842e-05,3.53817e-07
63686,3.1843e-05,3.53817e-07
63687,3.1843e-05,3.53817e-07
63688,3.1844e-05,3.53817e-07
63689,3.1844e-05,0.000356166
63690,3.1845e-05,0.00204529
63691,3.1845e-05,2.48858e-05
63692,3.1846e-05,3.53817e-07
63693,3.1846e-05,3.53817e-07
63694,3.1847e-05,3.53817e-07
63695,3.1847e-05,3.53817e-07
63696,3.1848e-05,3.53817e-07
63697,3.1848e-05,3.53817e-07
63698,3.1849e-05,3.53817e-07
63699,3.1849e-05,0.000123456
63700,3.185e-05,0.00092104
63701,3.185e-05,3.53817e-07
63702,3.1851e-05,3.53817e-07
63703,3.1851e-05,3.53817e-07
63704,3.1852e-05,3.53817e-07
63705,3.1852e-05,3.53817e-07
63706,3.1853e-05,3.53817e-07
63707,3.1853e-05,3.53817e-07
63708,3.1854e-05,3.53817e-07
63709,3.1854e-05,0.000291796
63710,3.1855e-05,0.001957
63711,3.1855e-05,2.29842e-05
63712,3.1856e-05,3.53817e-07
63713,3.1856e-05,3.53817e-07
63714,3.1857e-05,3.53817e-07
63715,3.1857e-05,3.53817e-07
63716,3.1858e-05,3.53817e-07
63717,3.1858e-05,3.53817e-07
63718,3.1859e-05,3.53817e-07
63719,3.1859e-05,0.000123454
63720,3.186e-05,0.000921042
63721,3.186e-05,3.53817e-07
63722,3.1861e-05,3.53817e-07
63723,3.1861e-05,3.53817e-07
63724,3.1862e-05,3.53817e-07
63725,3.1862e-05,3.53817e-07
63726,3.1863e-05,3.53817e-07
63727,3.1863e-05,3.53817e-07
63728,3.1864e-05,3.53817e-07
63729,3.1864e-05,0.00028864
63730,3.1865e-05,0.00195345
63731,3.1865e-05,2.33157e-05
63732,3.1866e-05,3.53817e-07
63733,3.1866e-05,3.53817e-07
63734,3.1867e-05,3.53817e-07
63735,3.1867e-05,3.53817e-07
63736,3.1868e-05,3.53817e-07
63737,3.1868e-05,3.53817e-07
63738,3.1869e-05,3.53817e-07
63739,3.1869e-05,0.000123452
63740,3.187e-05,0.000921044
63741,3.187e-05,3.53817e-07
63742,3.1871e-05,3.53817e-07
63743,3.1871e-05,3.53817e-07
63744,3.1872e-05,3.53817e-07
63745,3.1872e-05,3.53817e-07
63746,3.1873e-05,3.53817e-07
63747,3.1873e-05,3.53817e-07
63748,3.1874e-05,3.53817e-07
63749,3.1874e-05,0.000301659
63750,3.1875e-05,0.00196484
63751,3.1875e-05,2.40601e-05
63752,3.1876e-05,3.53817e-07
63753,3.1876e-05,3.53817e-07
63754,3.1877e-05,3.53817e-07
63755,3.1877e-05,3.53817e-07
63756,3.1878e-05,3.53817e-07
63757,3.1878e-05,3.53817e-07
63758,3.1879e-05,3.53817e-07
63759,3.1879e-05,0.00012345
63760,3.188e-05,0.000921047
63761,3.188e-05,3.53817e-07
63762,3.1881e-05,3.53817e-07
63763,3.1881e-05,3.53817e-07
63764,3.1882e-05,3.53817e-07
63765,3.1882e-05,3.53817e-07
63766,3.1883e-05,3.53817e-07
63767,3.1883e-05,3.53817e-07
63768,3.1884e-05,3.53817e-07
63769,3.1884e-05,0.00029107
63770,3.1885e-05,0.00205232
63771,3.1885e-05,2.4905e-05
63772,3.1886e-05,3.53817e-07
63773,3.1886e-05,3.53817e-07
63774,3.1887e-05,3.53817e-07
63775,3.1887e-05,3.53817e-07
63776,3.1888e-05,3.53817e-07
63777,3.1888e-05,3.53817e-07
63778,3.1889e-05,3.53817e-07
63779,3.1889e-05,0.000123448
63780,3.189e-05,0.000921049
63781,3.189e-05,3.53817e-07
63782,3.1891e-05,3.53817e-07
63783,3.1891e-05,3.53817e-07
63784,3.1892e-05,3.53817e-07
63785,3.1892e-05,3.53817e-07
63786,3.1893e-05,3.53817e-07
63787,3.1893e-05,3.53817e-07
63788,3.1894e-05,3.53817e-07
63789,3.1894e-05,0.000289122
63790,3.1895e-05,0.00199104
63791,3.1895e-05,2.48601e-05
63792,3.1896e-05,3.53817e-07
63793,3.1896e-05,3.53817e-07
63794,3.1897e-05,3.53817e-07
63795,3.1897e-05,3.53817e-07
63796,3.1898e-05,3.53817e-07
63797,3.1898e-05,3.53817e-07
63798,3.1899e-05,3.53817e-07
63799,3.1899e-05,0.000123446
63800,3.19e-05,0.000921051
63801,3.19e-05,3.53817e-07
63802,3.1901e-05,3.53817e-07
63803,3.1901e-05,3.53817e-07
63804,3.1902e-05,3.53817e-07
63805,3.1902e-05,3.53817e-07
63806,3.1903e-05,3.53817e-07
63807,3.1903e-05,3.53817e-07
63808,3.1904e-05,3.53817e-07
63809,3.1904e-05,0.000283232
63810,3.1905e-05,0.00195701
63811,3.1905e-05,2.64585e-05
63812,3.1906e-05,3.53817e-07
63813,3.1906e-05,3.53817e-07
63814,3.1907e-05,3.53817e-07
63815,3.1907e-05,3.53817e-07
63816,3.1908e-05,3.53817e-07
63817,3.1908e-05,3.53817e-07
63818,3.1909e-05,3.53817e-07
63819,3.1909e-05,0.000123444
63820,3.191e-05,0.000921053
63821,3.191e-05,3.53817e-07
63822,3.1911e-05,3.53817e-07
63823,3.1911e-05,3.53817e-07
63824,3.1912e-05,3.53817e-07
63825,3.1912e-05,3.53817e-07
63826,3.1913e-05,3.53817e-07
63827,3.1913e-05,3.53817e-07
63828,3.1914e-05,3.53817e-07
63829,3.1914e-05,0.000329826
63830,3.1915e-05,0.00205378
63831,3.1915e-05,2.61124e-05
63832,3.1916e-05,3.53817e-07
63833,3.1916e-05,3.53817e-07
63834,3.1917e-05,3.53817e-07
63835,3.1917e-05,3.53817e-07
63836,3.1918e-05,3.53817e-07
63837,3.1918e-05,3.53817e-07
63838,3.1919e-05,3.53817e-07
63839,3.1919e-05,0.000123441
63840,3.192e-05,0.000921055
63841,3.192e-05,3.53817e-07
63842,3.1921e-05,3.53817e-07
63843,3.1921e-05,3.53817e-07
63844,3.1922e-05,3.53817e-07
63845,3.1922e-05,3.53817e-07
63846,3.1923e-05,3.53817e-07
63847,3.1923e-05,3.53817e-07
63848,3.1924e-05,3.53817e-07
63849,3.1924e-05,0.000306108
63850,3.1925e-05,0.00211008
63851,3.1925e-05,2.67944e-05
63852,3.1926e-05,3.53817e-07
63853,3.1926e-05,3.53817e-07
63854,3.1927e-05,3.53817e-07
63855,3.1927e-05,3.53817e-07
63856,3.1928e-05,3.53817e-07
63857,3.1928e-05,3.53817e-07
63858,3.1929e-05,3.53817e-07
63859,3.1929e-05,0.000123439
63860,3.193e-05,0.000921057
63861,3.193e-05,3.53817e-07
63862,3.1931e-05,3.53817e-07
63863,3.1931e-05,3.53817e-07
63864,3.1932e-05,3.53817e-07
63865,3.1932e-05,3.53817e-07
63866,3.1933e-05,3.53817e-07
63867,3.1933e-05,3.53817e-07
63868,3.1934e-05,3.53817e-07
63869,3.1934e-05,0.000289817
63870,3.1935e-05,0.00202632
63871,3.1935e-05,2.75105e-05
63872,3.1936e-05,3.53817e-07
63873,3.1936e-05,3.53817e-07
63874,3.1937e-05,3.53817e-07
63875,3.1937e-05,3.53817e-07
